Rank	Time	Wind	Name	Country	Birthdate	City	Date
1456	10.04	-1.4	Dennis Mitchell	USA	20.02.66	Z&uuml;rich	14.08.1996
1456	10.04	+1.6	Kenny Brokenburr	USA	29.10.68	Indianapolis	12.06.1997
1456	10.04	+1.6	Leroy Burrell	USA	21.02.67	Indianapolis	12.06.1997
1456	10.04	+0.2	Brian Lewis	USA	05.12.74	Indianapolis	13.06.1997
1456	10.04	+0.2	Linford Christie	GBR	02.04.60	M&uuml;nchen	21.06.1997
1456	10.04	0.0	Maurice Greene	USA	23.07.74	Stuttgart	13.07.1997
1456	10.04	+0.2	Frank Fredericks	NAM	02.10.67	Tokyo	06.09.1997
1456	10.04	+1.9	Davidson Ezinwa	NGR	22.11.71	Jena	24.05.1998
1456	10.04	+1.9	Jonathan Carter	USA	05.05.72	New Orleans	19.06.1998
1456	10.04	0.0	Maurice Greene	USA	23.07.74	Roma	14.07.1998
1456	10.04	-1.1	Frank Fredericks	NAM	02.10.67	Z&uuml;rich	12.08.1998
1456	10.04	-0.6	Frank Fredericks	NAM	02.10.67	Z&uuml;rich	12.08.1998
1456	10.04	+0.3	Darren Campbell	GBR	12.09.73	Budapest	19.08.1998
1456	10.04	+1.6	Obadele Thompson	BAR	30.03.76	Hiroshima	29.04.1999
1456	10.04	+2.0	Leonard Myles-Mills	GHA	09.05.73	Logan	12.05.1999
1456	10.04	+1.8	Tim Harden	USA	27.01.74	Luzern	05.07.1999
1456	10.04	+1.8	Leonard Myles-Mills	GHA	09.05.73	Luzern	05.07.1999
1456	10.04	+0.8	Bruny Surin	CAN	12.07.67	Roma	07.07.1999
1456	10.04	+0.6	Jon Drummond	USA	09.09.68	Stockholm	30.07.1999
1456	10.04	-0.6	Dwain Chambers	GBR	05.04.78	London	07.08.1999
1456	10.04	-0.1	Jason Gardener	GBR	18.09.75	Sevilla	21.08.1999
1456	10.04	+0.3	Obadele Thompson	BAR	30.03.76	Sevilla	21.08.1999
1456	10.04	+0.2	Tim Montgomery	USA	28.01.75	Sevilla	22.08.1999
1456	10.04	+0.1	Bruny Surin	CAN	12.07.67	Bruxelles	03.09.1999
1456	10.04	+1.8	Kenny Brokenburr	USA	29.10.68	Durham	08.04.2000
1456	10.04	+0.5	Terrence Trammell	USA	23.11.78	Durham	02.06.2000
1456	10.04	+0.2	Coby Miller	USA	19.10.76	Raleigh	17.06.2000
1456	10.04	+0.8	Obadele Thompson	BAR	30.03.76	Sydney	22.09.2000
1456	10.04	+1.9	Ato Boldon	TTO	30.12.73	Sydney	22.09.2000
1456	10.04	-0.3	Obadele Thompson	BAR	30.03.76	Sydney	23.09.2000
1456	10.04	-0.2	Kim Collins	SKN	05.04.76	Ciudad de Guatemala	20.07.2001
1456	10.04	+0.4	Abdul Aziz Zakari	GHA	02.09.76	Linz	20.08.2001
1456	10.04	0.0	Ato Boldon	TTO	30.12.73	Bruxelles	24.08.2001
1456	10.04	0.0	Abdul Aziz Zakari	GHA	02.09.76	Bruxelles	24.08.2001
1456	10.04	+1.8	Abdul Aziz Zakari	GHA	02.09.76	Rieti	02.09.2001
1456	10.04	+1.4	Kim Collins	SKN	05.04.76	Portland	18.05.2002
1456	10.04	+0.4	Mark Lewis-Francis	GBR	04.09.82	Saint-Denis	05.07.2002
1456	10.04	+0.3	Jon Drummond	USA	09.09.68	Bruxelles	30.08.2002
1456	10.04	-0.1	Deji Aliu	NGR	22.11.75	Lausanne	01.07.2003
1456	10.04	-0.3	John Capel	USA	27.11.78	Roma	11.07.2003
1456	10.04	+0.9	Deji Aliu	NGR	22.11.75	London	08.08.2003
1456	10.04	+0.6	Maurice Greene	USA	23.07.74	Saint-Denis	24.08.2003
1456	10.04	+0.6	Deji Aliu	NGR	22.11.75	Saint-Denis	24.08.2003
1456	10.04	+1.9	Bernard Williams	USA	19.01.78	Monaco	13.09.2003
1456	10.04	0.0	Maurice Greene	USA	23.07.74	Osaka	08.05.2004
1456	10.04	+0.8	Bernard Williams	USA	19.01.78	Sacramento	11.07.2004
1456	10.04	0.0	Bernard Williams	USA	19.01.78	Sacramento	11.07.2004
1456	10.04	-0.3	Leonard Scott	USA	19.01.80	London	30.07.2004
1456	10.04	+0.2	Abdul Aziz Zakari	GHA	02.09.76	Bruxelles	03.09.2004
1456	10.04	+1.2	Abdul Aziz Zakari	GHA	02.09.76	Hani&aacute;	06.06.2005
1456	10.04	+1.6	Francis Obikwelu	POR	22.11.78	Ath&iacute;nai	14.06.2005
1456	10.04	+0.1	Asafa Powell	JAM	23.11.82	Kingston	25.06.2005
1456	10.04	+1.0	Aaron Armstrong	TTO	14.10.77	Port of Spain	25.06.2005
1456	10.04	+1.1	Abdul Aziz Zakari	GHA	02.09.76	Saint-Denis	01.07.2005
1456	10.04	+1.2	Justin Gatlin	USA	10.02.82	Yokohama	19.09.2005
1456	10.04	+1.9	Churandy Martina	AHO	03.07.84	El Paso	15.04.2006
1456	10.04	+1.6	Jason Smoots	USA	13.07.80	Modesto	06.05.2006
1456	10.04	+1.5	Tyson Gay	USA	09.08.82	Carson	21.05.2006
1456	10.04	+1.5	Marc Burns	TTO	07.01.83	Carson	21.05.2006
1456	10.04	-0.1	Tyson Gay	USA	09.08.82	New York City	03.06.2006
1456	10.04	+0.5	Marcus Brunson	USA	24.04.78	Roma	14.07.2006
1456	10.04	+0.5	Tyson Gay	USA	09.08.82	Roma	14.07.2006
1456	10.04	-0.6	Shawn Crawford	USA	14.01.78	London	28.07.2006
1456	10.04	+0.9	Marcus Brunson	USA	24.04.78	Stuttgart	09.09.2006
1456	10.04	+1.9	Mark Jelks	USA	10.04.84	Indianapolis	21.06.2007
1456	10.04	+1.0	Asafa Powell	JAM	23.11.82	Kingston	23.06.2007
1456	10.04	0.0	Derrick Atkins	BAH	05.01.84	Lausanne	10.07.2007
1456	10.04	-0.3	Asafa Powell	JAM	23.11.82	Stockholm	07.08.2007
1456	10.04	+0.3	Derrick Atkins	BAH	05.01.84	Osaka	26.08.2007
1456	10.04	-0.2	Asafa Powell	JAM	23.11.82	Melbourne	21.02.2008
1456	10.04	+1.0	Preston Perry	USA	13.09.83	Provo	24.05.2008
1456	10.04	+0.1	Mark Jelks	USA	10.04.84	Clermont	14.06.2008
1456	10.04	+1.7	Nesta Carter	JAM	10.11.85	Kingston	28.06.2008
1456	10.04	+1.4	Darvis Patton	USA	04.12.77	Eugene	28.06.2008
1456	10.04	-0.1	Michael Frater	JAM	06.10.82	Kingston	28.06.2008
1456	10.04	+0.5	Darvis Patton	USA	04.12.77	Eugene	29.06.2008
1456	10.04	+0.2	Francis Obikwelu	POR	22.11.78	Roma	11.07.2008
1456	10.04	+0.2	Derrick Atkins	BAH	05.01.84	Roma	11.07.2008
1456	10.04	+1.0	Michael Frater	JAM	06.10.82	Stockholm	22.07.2008
1456	10.04	-0.5	Nesta Carter	JAM	10.11.85	London	25.07.2008
1456	10.04	+0.1	Darvis Patton	USA	04.12.77	Beijing	15.08.2008
1456	10.04	+0.2	Michael Frater	JAM	06.10.82	Lausanne	02.09.2008
1456	10.04	+1.0	Travis Padgett	USA	13.12.86	Ad-Dawhah	08.05.2009
1456	10.04	+0.9	Jacoby Ford	USA	27.07.87	Greensboro	30.05.2009
1456	10.04	+1.7	D'Angelo Cherry	USA	01.08.90	Fayetteville	10.06.2009
1456	10.04	+0.5	Marc Burns	TTO	07.01.83	Port of Spain	20.06.2009
1456	10.04	+0.4	Richard Thompson	TTO	07.06.85	Roma	10.07.2009
1456	10.04	-0.2	Richard Thompson	TTO	07.06.85	Saint-Denis	17.07.2009
1456	10.04	+1.1	Mark Jelks	USA	10.04.84	R&eacute;thymno	20.07.2009
1456	10.04	+0.2	Christophe Lemaitre	FRA	11.06.90	Novi Sad	24.07.2009
1456	10.04	-0.7	Dwain Chambers	GBR	05.04.78	Berlin	15.08.2009
1456	10.04	-0.2	Dwain Chambers	GBR	05.04.78	Berlin	16.08.2009
1456	10.04	+0.2	Mike Rodgers	USA	24.04.85	Berlin	16.08.2009
1456	10.04	0.0	Michael Frater	JAM	06.10.82	Z&uuml;rich	28.08.2009
1456	10.04	+0.6	Nesta Carter	JAM	10.11.85	Zagreb	31.08.2009
1456	10.04	-1.5	Walter Dix	USA	31.01.86	Des Moines	25.06.2010
1456	10.04	+0.5	Dwain Chambers	GBR	05.04.78	Strasbourg	12.06.2011
1456	10.04	+0.7	Jeffery Demps	USA	08.01.90	Eugene	23.06.2011
1456	10.04	+1.3	Trell Kimmons	USA	13.07.85	Eugene	24.06.2011
1456	10.04	0.0	Nesta Carter	JAM	10.11.85	London	05.08.2011
1456	10.04	0.0	Walter Dix	USA	31.01.86	Z&uuml;rich	08.09.2011
1456	10.04	-0.3	Walter Dix	USA	31.01.86	Rieti	10.09.2011
1456	10.04	+0.2	Kim Collins	SKN	05.04.76	Guadalajara	25.10.2011
1456	10.04	+1.1	Darvis Patton	USA	04.12.77	Arlington	24.03.2012
1456	10.04	-0.8	Usain Bolt	JAM	21.08.86	Ostrava	25.05.2012
1456	10.04	+0.5	Travis Padgett	USA	13.12.86	Orlando	26.05.2012
1456	10.04	-0.1	Christophe Lemaitre	FRA	11.06.90	Roma	31.05.2012
1456	10.04	+1.3	Trell Kimmons	USA	13.07.85	Eugene	02.06.2012
1456	10.04	+1.3	Walter Dix	USA	31.01.86	Eugene	02.06.2012
1456	10.04	+1.3	Kemar Hyman	CAY	11.10.89	Des Moines	06.06.2012
1456	10.04	+0.2	Keston Bledman	TTO	08.03.88	Port of Spain	23.06.2012
1456	10.04	-0.6	Tyson Gay	USA	09.08.82	Eugene	24.06.2012
1456	10.04	0.0	Asafa Powell	JAM	23.11.82	London	04.08.2012
1456	10.04	+0.7	Keston Bledman	TTO	08.03.88	London	05.08.2012
1456	10.04	+1.4	Michael Frater	JAM	06.10.82	Z&uuml;rich	30.08.2012
1456	10.04	+0.3	Ryan Bailey	USA	13.04.89	Bruxelles	07.09.2012
1456	10.04	-0.3	Christophe Lemaitre	FRA	11.06.90	Rieti	09.09.2012
1456	10.04	+1.0	Dwain Chambers	GBR	05.04.78	Newcastle	15.09.2012
1456	10.04	-0.4	Mike Rodgers	USA	24.04.85	Walnut	20.04.2013
1456	10.04	+1.6	Zhang Peimeng	CHN	13.03.87	Zhaoqing	27.04.2013
1456	10.04	+1.2	Kim Collins	SKN	05.04.76	Ad-Dawhah	10.05.2013
1456	10.04	+0.8	Mike Rodgers	USA	24.04.85	Roma	06.06.2013
1456	10.04	+0.9	Kemar Bailey-Cole	JAM	10.01.92	Kingston	20.06.2013
1456	10.04	+1.9	Dwain Chambers	GBR	05.04.78	Birmingham	13.07.2013
1456	10.04	+0.8	Churandy Martina	NED	03.07.84	Amsterdam	20.07.2013
1456	10.04	-0.2	Zhang Peimeng	CHN	13.03.87	Moskva	10.08.2013
1456	10.04	-0.3	Mike Rodgers	USA	24.04.85	Moskva	11.08.2013
1456	10.04	+1.7	Jak Ali Harvey	TUR	05.04.89	Ankara	24.08.2013
1456	10.04	+0.8	Kemar Bailey-Cole	JAM	10.01.92	Berlin	01.09.2013
1456	10.04	+0.6	Keston Bledman	TTO	08.03.88	Rovereto	03.09.2013
1456	10.04	+2.0	Diondre Batson	USA	13.07.92	Starkville	03.05.2014
1456	10.04	-0.6	Jimmy Vicaut	FRA	27.02.92	Oslo	11.06.2014
1456	10.04	0.0	Jason Rogers	SKN	31.08.91	Waterford	22.06.2014
1456	10.04	+1.6	Adam Gemili	GBR	06.10.93	Mannheim	05.07.2014
1456	10.04	-0.5	Tyson Gay	USA	09.08.82	Montreuil-sous-Bois	07.07.2014
1456	10.04	+0.6	James Dasaolu	GBR	05.09.87	Z&uuml;rich	13.08.2014
1456	10.04	-0.1	Mike Rodgers	USA	24.04.85	Marrakesh	13.09.2014
1456	10.04	-0.1	Femi Ogunode	QAT	31.01.91	Marrakesh	13.09.2014
1456	10.04	+0.4	Diondre Batson	USA	13.07.92	Gainesville	03.04.2015
1456	10.04	+1.0	Richard Thompson	TTO	07.06.85	Baton Rouge	18.04.2015
1456	10.04	+1.9	Nickel Ashmeade	JAM	07.04.90	Clermont	18.04.2015
1456	10.04	+0.4	Andre De Grasse	CAN	10.11.94	Los Angeles	03.05.2015
1456	10.04	+1.8	Richard Thompson	TTO	07.06.85	Kingston	09.05.2015
1456	10.04	+0.9	Femi Ogunode	QAT	31.01.91	Ad-Dawhah	15.05.2015
1456	10.04	+1.5	Calesio Newman	USA	20.08.86	Greensboro	17.05.2015
1456	10.04	-0.4	Asafa Powell	JAM	23.11.82	Ostrava	26.05.2015
1456	10.04	+1.9	Mike Rodgers	USA	24.04.85	Birmingham	07.06.2015
1456	10.04	+1.7	Jarrion Lawson	USA	06.05.94	Eugene	10.06.2015
1456	10.04	-1.3	Asafa Powell	JAM	23.11.82	Kingston	26.06.2015
1456	10.04	+1.3	Andrew Fisher	JAM	15.12.91	Madrid	11.07.2015
1456	10.04	+1.4	Ameer Webb	USA	21.12.89	Madrid	11.07.2015
1456	10.04	+0.4	Jak Ali Harvey	TUR	05.04.89	Bellinzona	21.07.2015
1456	10.04	-1.2	Chijindu Ujah	GBR	05.03.94	London	24.07.2015
1456	10.04	+0.3	Jak Ali Harvey	TUR	05.04.89	Beijing	22.08.2015
1456	10.04	-0.4	Ramon Gittens	BAR	20.07.87	Beijing	23.08.2015
1456	10.04	-0.4	Asafa Powell	JAM	23.11.82	Bruxelles	11.09.2015
1456	10.04	-2.1	Ben Youssef Meit&eacute;	CIV	11.11.86	Brazzaville	14.09.2015
1456	10.04	+1.9	Abdullah Abkar Mohammed	KSA	01.01.97	Norwalk	15.04.2016
1456	10.04	+0.3	Asafa Powell	JAM	23.11.82	Baie-Mahault	14.05.2016
1456	10.04	+0.3	Mike Rodgers	USA	24.04.85	Bellinzona	06.06.2016
1456	10.04	+1.0	Michael Frater	JAM	06.10.82	Kingston	11.06.2016
1456	10.04	+1.0	Hassan Taftian	IRI	04.05.93	Madrid	23.06.2016
1456	10.04	-0.9	Usain Bolt	JAM	21.08.86	Kingston	01.07.2016
1456	10.04	+0.4	Kemar Bailey-Cole	JAM	10.01.92	Kingston	01.07.2016
1456	10.04	+1.9	Clayton Vaughn	USA	15.05.92	Eugene	02.07.2016
1456	10.04	+0.6	Jak Ali Harvey	TUR	05.04.89	Amsterdam	07.07.2016
1456	10.04	+1.5	James Ellington	GBR	06.09.85	Amsterdam	07.07.2016
1456	10.04	+1.7	Joel Fearon	GBR	11.10.88	Loughborough	16.07.2016
1456	10.04	+1.5	Reece Prescod	GBR	29.02.96	Bedford	30.07.2016
1456	10.04	-0.5	Andre De Grasse	CAN	10.11.94	Rio de Janeiro	13.08.2016
1456	10.04	+0.2	Jimmy Vicaut	FRA	27.02.92	Rio de Janeiro	14.08.2016
1456	10.04	+1.4	Yoshihide Kiryu	JPN	15.12.95	Canberra	11.03.2017
1456	10.04	+2.0	Clayton Vaughn	USA	15.05.92	Clermont	15.04.2017
1456	10.04	-0.7	Wayde van Niekerk	RSA	15.07.92	Potchefstroom	21.04.2017
1456	10.04	-0.7	Thando Roto	RSA	26.09.95	Potchefstroom	21.04.2017
1456	10.04	-0.3	Yoshihide Kiryu	JPN	15.12.95	Hiroshima	29.04.2017
1456	10.04	-2.1	Christian Coleman	USA	06.03.96	Eugene	09.06.2017
1456	10.04	-1.6	Justin Gatlin	USA	10.02.82	Sacramento	23.06.2017
1456	10.04	+0.9	Julian Forte	JAM	01.07.93	Kingston	23.06.2017
1456	10.04	-0.2	Yohan Blake	JAM	26.12.89	London	05.08.2017
1456	10.04	0.0	Justin Gatlin	USA	10.02.82	Z&uuml;rich	24.08.2017
1456	10.04	+0.3	Xie Zhenye	CHN	17.08.93	Tianjin	03.09.2017
1683	10.05	-1.2	Steve Riddick	USA	18.09.51	Z&uuml;rich	20.08.1975
1683	10.05	-0.8	James Sanford	USA	27.12.57	Westwood	10.05.1981
1683	10.05	+1.7	Calvin Smith	USA	08.01.61	Indianapolis	25.07.1982
1683	10.05	+1.1	Carl Lewis	USA	01.07.61	Budapest	20.08.1984
1683	10.05	0.0	Carl Lewis	USA	01.07.61	Houston	22.03.1985
1683	10.05	+1.8	Harvey Glance	USA	28.03.57	Tampa	30.03.1985
1683	10.05	+1.8	Carl Lewis	USA	01.07.61	San Jos&eacute;	27.06.1987
1683	10.05	+1.5	Carl Lewis	USA	01.07.61	Roma	29.08.1987
1683	10.05	0.0	Carl Lewis	USA	01.07.61	Rieti	08.09.1987
1683	10.05	+1.4	Carl Lewis	USA	01.07.61	Houston	04.05.1988
1683	10.05	+0.1	Raymond Stewart	JAM	18.03.65	Provo	01.06.1989
1683	10.05	-0.1	Carl Lewis	USA	01.07.61	Villeneuve d'Ascq	25.06.1989
1683	10.05	+1.2	Calvin Smith	USA	08.01.61	Oslo	01.07.1989
1683	10.05	+1.3	Mark Witherspoon	USA	03.09.63	Sevilla	30.05.1990
1683	10.05	+0.6	Carl Lewis	USA	01.07.61	Norwalk	15.06.1990
1683	10.05	+0.3	Leroy Burrell	USA	21.02.67	Lausanne	12.07.1990
1683	10.05	+1.1	Leroy Burrell	USA	21.02.67	Seattle	23.07.1990
1683	10.05	+1.1	Leroy Burrell	USA	21.02.67	New York City	13.06.1991
1683	10.05	+1.9	Andre Cason	USA	20.01.69	New York City	14.06.1991
1683	10.05	+1.2	Davidson Ezinwa	NGR	22.11.71	Abbotsford	23.05.1992
1683	10.05	+0.6	Bruny Surin	CAN	12.07.67	Salamanca	13.07.1992
1683	10.05	+0.5	Daniel Effiong	NGR	17.06.72	Odessa	21.05.1993
1683	10.05	0.0	Jon Drummond	USA	09.09.68	Z&uuml;rich	04.08.1993
1683	10.05	0.0	Jon Drummond	USA	09.09.68	Monaco	07.08.1993
1683	10.05	+0.3	Frank Fredericks	NAM	02.10.67	Stuttgart	15.08.1993
1683	10.05	+0.9	Andre Cason	USA	20.01.69	Provo	25.05.1994
1683	10.05	+1.8	Donovan Bailey	CAN	16.12.67	Ottawa	30.06.1994
1683	10.05	-1.4	Linford Christie	GBR	02.04.60	Z&uuml;rich	17.08.1994
1683	10.05	+1.8	Olapade Adeniken	NGR	19.08.69	Victoria	23.08.1994
1683	10.05	+1.9	Michael Green	JAM	07.11.70	Victoria	23.08.1994
1683	10.05	+0.5	Tim Harden	USA	27.01.74	Knoxville	03.06.1995
1683	10.05	+0.6	Donovan Bailey	CAN	16.12.67	N&uuml;rnberg	15.06.1995
1683	10.05	+2.0	Linford Christie	GBR	02.04.60	Villeneuve d'Ascq	24.06.1995
1683	10.05	-0.1	Donovan Bailey	CAN	16.12.67	Monaco	25.07.1995
1683	10.05	+0.8	Olapade Adeniken	NGR	19.08.69	Z&uuml;rich	16.08.1995
1683	10.05	+1.8	Olapade Adeniken	NGR	19.08.69	Baton Rouge	20.04.1996
1683	10.05	+0.4	Dennis Mitchell	USA	20.02.66	Roma	05.06.1996
1683	10.05	+0.3	Brian Lewis	USA	05.12.74	Atlanta	14.06.1996
1683	10.05	+0.6	Jeff Williams	USA	31.12.65	Atlanta	15.06.1996
1683	10.05	+0.7	Linford Christie	GBR	02.04.60	Paris	28.06.1996
1683	10.05	-0.4	Bruny Surin	CAN	12.07.67	Lausanne	03.07.1996
1683	10.05	-0.4	Leroy Burrell	USA	21.02.67	Lausanne	03.07.1996
1683	10.05	+0.1	Donovan Bailey	CAN	16.12.67	Atlanta	26.07.1996
1683	10.05	+0.1	Dennis Mitchell	USA	20.02.66	Z&uuml;rich	14.08.1996
1683	10.05	+1.5	Osmond Ezinwa	NGR	22.11.71	Milano	07.09.1996
1683	10.05	+0.5	Linford Christie	GBR	02.04.60	N&uuml;rnberg	13.06.1997
1683	10.05	-0.4	Frank Fredericks	NAM	02.10.67	Helsinki	18.06.1997
1683	10.05	+0.7	Tim Montgomery	USA	28.01.75	Villeneuve d'Ascq	29.06.1997
1683	10.05	+0.7	Leroy Burrell	USA	21.02.67	Villeneuve d'Ascq	29.06.1997
1683	10.05	-0.3	Michael Marsh	USA	04.08.67	Ath&iacute;nai	02.08.1997
1683	10.05	-0.7	Tim Montgomery	USA	28.01.75	Z&uuml;rich	13.08.1997
1683	10.05	+0.4	Dennis Mitchell	USA	20.02.66	Monaco	16.08.1997
1683	10.05	+0.3	Tim Montgomery	USA	28.01.75	Berlin	26.08.1997
1683	10.05	+0.3	Donovan Bailey	CAN	16.12.67	Berlin	26.08.1997
1683	10.05	+1.2	Jon Drummond	USA	09.09.68	Kingston	19.09.1997
1683	10.05	+1.8	Seun Ogunkoya	NGR	28.12.77	Sopot	13.06.1998
1683	10.05	+1.6	Ato Boldon	TTO	30.12.73	Villeneuve d'Ascq	11.07.1998
1683	10.05	+1.6	Frank Fredericks	NAM	02.10.67	Villeneuve d'Ascq	11.07.1998
1683	10.05	-0.5	Maurice Greene	USA	23.07.74	Stockholm	05.08.1998
1683	10.05	+0.7	Jon Drummond	USA	09.09.68	Monaco	08.08.1998
1683	10.05	+0.7	Bruny Surin	CAN	12.07.67	Monaco	08.08.1998
1683	10.05	-0.5	Ato Boldon	TTO	30.12.73	Kuala Lumpur	16.09.1998
1683	10.05	+1.6	Koji Ito	JPN	29.01.70	Bangkok	14.12.1998
1683	10.05	+1.6	John Capel	USA	27.11.78	Boise	04.06.1999
1683	10.05	-0.2	Dwain Chambers	GBR	05.04.78	Gateshead	27.06.1999
1683	10.05	-0.4	Maurice Greene	USA	23.07.74	Malm&ouml;	02.08.1999
1683	10.05	-0.3	Tim Harden	USA	27.01.74	Sevilla	22.08.1999
1683	10.05	0.0	Coby Miller	USA	19.10.76	Tempe	15.04.2000
1683	10.05	+1.8	Bernard Williams	USA	19.01.78	Baton Rouge	14.05.2000
1683	10.05	+1.0	Kaaron Conwright	USA	08.08.76	Flagstaff	08.07.2000
1683	10.05	-1.5	Jon Drummond	USA	09.09.68	Sacramento	15.07.2000
1683	10.05	+1.0	Christopher Williams	JAM	15.03.72	Kingston	21.07.2000
1683	10.05	+0.7	Coby Miller	USA	19.10.76	Linz	08.08.2000
1683	10.05	-1.0	Tim Montgomery	USA	28.01.75	Z&uuml;rich	11.08.2000
1683	10.05	-0.2	Bernard Williams	USA	19.01.78	Berlin	01.09.2000
1683	10.05	+1.4	Leonard Scott	USA	19.01.80	Eugene	31.05.2001
1683	10.05	+0.6	Abdul Aziz Zakari	GHA	02.09.76	Berlin	31.08.2001
1683	10.05	+1.9	Shingo Suetsugu	JPN	02.06.80	Mito	06.05.2002
1683	10.05	+1.4	Nobuharu Asahara	JPN	21.06.72	Kanazawa	09.06.2002
1683	10.05	+0.9	Kim Collins	SKN	05.04.76	Roma	12.07.2002
1683	10.05	+2.0	Bernard Williams	USA	19.01.78	Paris	14.09.2002
1683	10.05	+1.4	Patrick Johnson	AUS	26.09.72	Mito	05.05.2003
1683	10.05	-0.3	Patrick Johnson	AUS	26.09.72	Osaka	10.05.2003
1683	10.05	+1.4	Joshua J. Johnson	USA	10.05.76	Carson	01.06.2003
1683	10.05	0.0	Bernard Williams	USA	19.01.78	Saint-Denis	04.07.2003
1683	10.05	+0.9	Asafa Powell	JAM	23.11.82	Saint-Denis	24.08.2003
1683	10.05	+1.9	John Capel	USA	27.11.78	Monaco	13.09.2003
1683	10.05	0.0	Justin Gatlin	USA	10.02.82	Moskva	20.09.2003
1683	10.05	+1.8	Francis Obikwelu	POR	22.11.78	Lisboa	05.06.2004
1683	10.05	+0.8	Steve Mullings	JAM	29.11.82	Atlanta	05.06.2004
1683	10.05	+0.1	Uchenna Emedolu	NGR	17.09.76	R&eacute;thymno	23.06.2004
1683	10.05	-2.0	Maurice Greene	USA	23.07.74	Sacramento	11.07.2004
1683	10.05	+0.5	Abdul Aziz Zakari	GHA	02.09.76	Malles	17.07.2004
1683	10.05	-0.1	Kim Collins	SKN	05.04.76	Ath&iacute;nai	21.08.2004
1683	10.05	+1.8	Dwight Thomas	JAM	23.09.80	Kingston	07.05.2005
1683	10.05	+0.5	Francis Obikwelu	POR	22.11.78	Ad-Dawhah	13.05.2005
1683	10.05	+0.1	Michael Frater	JAM	06.10.82	Kingston	25.06.2005
1683	10.05	+1.1	Francis Obikwelu	POR	22.11.78	Saint-Denis	01.07.2005
1683	10.05	+0.4	Michael Frater	JAM	06.10.82	Helsinki	07.08.2005
1683	10.05	+0.4	Kim Collins	SKN	05.04.76	Helsinki	07.08.2005
1683	10.05	0.0	Ronald Pognon	FRA	16.11.82	Bruxelles	26.08.2005
1683	10.05	-0.6	Darrel Brown	TTO	11.10.84	Monaco	10.09.2005
1683	10.05	+1.5	Leonard Scott	USA	19.01.80	Carson	21.05.2006
1683	10.05	0.0	Leonard Scott	USA	19.01.80	Lausanne	11.07.2006
1683	10.05	+0.5	Leonard Scott	USA	19.01.80	Roma	14.07.2006
1683	10.05	+0.1	Walter Dix	USA	31.01.86	Gainesville	26.05.2007
1683	10.05	+1.3	Steve Mullings	JAM	29.11.82	Zaragoza	28.07.2007
1683	10.05	+1.8	Michael Frater	JAM	06.10.82	Zaragoza	28.07.2007
1683	10.05	-0.3	Derrick Atkins	BAH	05.01.84	Stockholm	07.08.2007
1683	10.05	-0.3	Tyson Gay	USA	09.08.82	Carson	18.05.2008
1683	10.05	-0.1	Trindon Holliday	USA	27.04.86	Auburn	18.05.2008
1683	10.05	+0.6	Dwain Chambers	GBR	05.04.78	Sofia	30.06.2008
1683	10.05	+0.2	Nesta Carter	JAM	10.11.85	Roma	11.07.2008
1683	10.05	-0.2	Marc Burns	TTO	07.01.83	Beijing	15.08.2008
1683	10.05	-0.1	Kim Collins	SKN	05.04.76	Beijing	16.08.2008
1683	10.05	+0.3	Tyson Gay	USA	09.08.82	Beijing	16.08.2008
1683	10.05	+0.3	Michael Frater	JAM	06.10.82	Shanghai	20.09.2008
1683	10.05	+1.4	Marc Burns	TTO	07.01.83	Auburn	18.04.2009
1683	10.05	+1.9	Ryan Bailey	USA	13.04.89	Hutchinson	22.05.2009
1683	10.05	+0.5	Darrel Brown	TTO	11.10.84	Port of Spain	20.06.2009
1683	10.05	+0.4	Steve Mullings	JAM	29.11.82	Roma	10.07.2009
1683	10.05	+0.4	Richard Thompson	TTO	07.06.85	Roma	10.07.2009
1683	10.05	-1.8	Simeon Williamson	GBR	16.01.86	Birmingham	11.07.2009
1683	10.05	-0.4	Darvis Patton	USA	04.12.77	Berlin	15.08.2009
1683	10.05	+0.4	Emmanuel Callender	TTO	10.05.84	Z&uuml;rich	28.08.2009
1683	10.05	-1.2	Steve Mullings	JAM	29.11.82	Rovereto	01.09.2009
1683	10.05	+1.2	Asafa Powell	JAM	23.11.82	Oslo	04.06.2010
1683	10.05	0.0	Christophe Lemaitre	FRA	11.06.90	Valence	08.07.2010
1683	10.05	-0.4	Richard Thompson	TTO	07.06.85	London	13.08.2010
1683	10.05	+2.0	Ivory Williams	USA	02.05.85	Lawrence	23.04.2011
1683	10.05	0.0	Nickel Ashmeade	JAM	07.04.90	Ponce	14.05.2011
1683	10.05	0.0	Dwain Chambers	GBR	05.04.78	Rio de Janeiro	26.05.2011
1683	10.05	+0.3	Kim Collins	SKN	05.04.76	Hengelo	29.05.2011
1683	10.05	+0.7	Nesta Carter	JAM	10.11.85	Kingston	23.06.2011
1683	10.05	+1.3	Jeffery Demps	USA	08.01.90	Eugene	24.06.2011
1683	10.05	-0.3	Daniel Bailey	ANT	09.09.86	Reims	05.07.2011
1683	10.05	+0.4	Richard Thompson	TTO	07.06.85	Birmingham	10.07.2011
1683	10.05	-0.5	Keston Bledman	TTO	08.03.88	Mayag&uuml;ez	15.07.2011
1683	10.05	-1.0	Usain Bolt	JAM	21.08.86	Daegu	28.08.2011
1683	10.05	-0.4	Walter Dix	USA	31.01.86	Daegu	28.08.2011
